,movie_id,movie_title,explanation_type,explanation_text,persuasiveness,transparency,accuracy,satisfactory,persuasiveness_1,transparency_1,accuracy_1,satisfactory_1,persuasiveness_2,transparency_2,accuracy_2,satisfactory_2,persuasiveness_avergae,transparency_avergae,accuracy_avergae,satisfactory_avergae
2008,162608,凯文·哈特：整点啥呢？ Kevin Hart: What Now?,attr_peer,这是一部喜剧电影,4.0,4.0,4,4,4,5,3,4,2,4,3,2,3.0,4.5,3.0,3.0
2009,162608,凯文·哈特：整点啥呢？ Kevin Hart: What Now?,attr_random,这部电影的演员有艾德·赫尔姆斯,3.0,3.0,3,3,4,5,2,2,4,4,4,4,4.0,4.5,3.0,3.0
2010,162608,凯文·哈特：整点啥呢？ Kevin Hart: What Now?,attr_nonpersonal,这部电影的演员有艾德·赫尔姆斯,3.0,3.0,3,3,4,5,2,2,4,4,4,4,4.0,4.5,3.0,3.0
2011,162608,凯文·哈特：整点啥呢？ Kevin Hart: What Now?,peer,是美国的喜剧电影。一部单口喜剧纪录片。,3.0,3.0,4,3,3,5,3,3,3,4,4,3,3.0,4.5,3.5,3.0
2012,162608,凯文·哈特：整点啥呢？ Kevin Hart: What Now?,item,喜欢《山楂树之恋》的也喜欢,3.0,3.0,3,3,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
2013,162608,凯文·哈特：整点啥呢？ Kevin Hart: What Now?,pop,有596用户看过这部电影(热门度前67%),3.0,3.0,2,3,1,2,2,1,1,1,1,1,1.0,1.5,1.5,1.0
2014,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,attr_nonpersonal,这是一部科幻电影,4.0,4.0,4,4,4,5,4,5,2,4,3,2,3.0,4.5,3.5,3.5
2015,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,attr_personal,这是一部科幻电影,4.0,4.0,4,4,4,5,4,5,2,4,3,2,3.0,4.5,3.5,3.5
2016,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,attr_peer,这是一部科幻电影,4.0,4.0,4,4,4,5,4,5,2,4,3,2,3.0,4.5,3.5,3.5
2017,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,pop,有5242用户看过这部电影(热门度前34%),2.0,3.0,3,3,3,3,2,2,1,1,1,1,2.0,2.0,1.5,1.5
2018,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,user,和你兴趣相似的用户中，看过这部电影的66.7%都喜欢,3.0,4.0,4,3,2,2,2,2,4,5,4,4,3.0,3.5,3.0,3.0
2019,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,peer,神秘博士的续集，科幻剧情，画风唯美,5.0,4.0,4,4,3,5,3,3,4,5,4,4,3.5,5.0,3.5,3.5
2020,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,attr_random,这部电影的演员有大卫·田纳特,1.0,2.0,3,3,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
2021,140359,神秘博士：火星之水 Doctor Who: The Waters of Mars,item,喜欢《哈利·波特与混血王子》的也喜欢,4.0,5.0,5,4,1,5,1,1,4,4,4,5,2.5,4.5,2.5,3.0
2022,130628,男孩 Jongens,peer,同性唯美爱情短片，从暧昧到最终释怀,1.0,2.0,1,4,4,2,4,3,2,4,2,2,3.0,3.0,3.0,2.5
2023,130628,男孩 Jongens,item,喜欢《哈利·波特与混血王子》的也喜欢,4.0,4.0,4,4,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
2024,130628,男孩 Jongens,attr_random,这部电影的演员有克·赞德弗利特,1.0,2.0,3,2,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
2025,130628,男孩 Jongens,pop,有11272用户看过这部电影(热门度前24%),4.0,3.0,3,4,4,4,2,2,1,1,1,1,2.5,2.5,1.5,1.5
2026,130628,男孩 Jongens,attr_nonpersonal,这是一部同性电影,1.0,1.0,1,4,4,5,4,5,2,4,3,2,3.0,4.5,3.5,3.5
2027,130628,男孩 Jongens,attr_peer,这是一部荷兰电影,2.0,1.0,2,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2028,130628,男孩 Jongens,attr_personal,这是一部爱情电影,3.0,2.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2029,160718,鹬 Piper,item,喜欢《秒速5厘米》的也喜欢,5.0,4.0,5,4,5,5,5,5,4,4,4,5,4.5,4.5,4.5,5.0
2030,160718,鹬 Piper,user,和你兴趣相似的用户中，看过这部电影的90.9%都喜欢,5.0,5.0,5,4,4,4,4,4,5,5,5,5,4.5,4.5,4.5,4.5
2031,160718,鹬 Piper,attr_nonpersonal,这部电影的导演是艾伦·巴利拉罗,2.0,2.0,3,3,4,4,4,4,3,4,4,3,3.5,4.0,4.0,3.5
2032,160718,鹬 Piper,attr_personal,这是一部动画电影,4.0,2.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2033,160718,鹬 Piper,attr_peer,这是一部动画电影,4.0,2.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2034,160718,鹬 Piper,peer,6分钟的动画短片，超级萌,5.0,5.0,5,4,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
2035,160718,鹬 Piper,attr_random,这是一部美国电影,4.0,4.0,4,4,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2036,160718,鹬 Piper,pop,有88517用户看过这部电影(热门度前7%),3.0,2.0,5,4,4,3,4,4,3,4,2,2,3.5,3.5,3.0,3.0
2037,92954,天佑鲍比 Prayers for Bobby,pop,有36297用户看过这部电影(热门度前12%),2.0,2.0,3,2,5,3,5,5,1,1,1,1,3.0,2.0,3.0,3.0
2038,92954,天佑鲍比 Prayers for Bobby,item,喜欢《小黄人大眼萌》的也喜欢,4.0,4.0,4,4,1,5,1,1,4,4,4,5,2.5,4.5,2.5,3.0
2039,92954,天佑鲍比 Prayers for Bobby,attr_random,这是一部剧情电影,4.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2040,92954,天佑鲍比 Prayers for Bobby,attr_peer,这是一部剧情电影,4.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2041,92954,天佑鲍比 Prayers for Bobby,peer,剧情传记电影，孩子对家人坦白同性取向后的人生经历,1.0,2.0,4,4,3,4,3,3,2,4,2,2,2.5,4.0,2.5,2.5
2042,92954,天佑鲍比 Prayers for Bobby,attr_nonpersonal,这部电影的编剧是凯蒂·福特,2.0,2.0,3,2,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
2043,92954,天佑鲍比 Prayers for Bobby,attr_personal,这是一部美国电影,4.0,4.0,4,3,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2044,92954,天佑鲍比 Prayers for Bobby,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,2.0,5,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
2045,120311,较量 Drishyam,attr_nonpersonal,这是一部剧情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2046,120311,较量 Drishyam,attr_personal,这是一部剧情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2047,120311,较量 Drishyam,attr_peer,这是一部剧情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2048,120311,较量 Drishyam,peer,剧情电影，印度丈夫对抗犯罪和挽救家庭,4.0,3.0,4,4,3,4,3,3,4,5,4,4,3.5,4.5,3.5,3.5
2049,120311,较量 Drishyam,item,喜欢《小黄人大眼萌》的也喜欢,4.0,2.0,4,3,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
2050,120311,较量 Drishyam,pop,有356用户看过这部电影(热门度前73%),1.0,2.0,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
2051,120311,较量 Drishyam,attr_random,这是一部家庭电影,3.0,2.0,2,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2052,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",attr_random,这部电影的演员有亚瑟·达维尔,3.0,2.0,3,2,4,5,1,1,4,4,4,4,4.0,4.5,2.5,2.5
2053,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",attr_nonpersonal,这是一部科幻电影,4.0,4.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2054,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",attr_personal,这是一部科幻电影,4.0,4.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2055,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",attr_peer,这是一部剧情电影,5.0,4.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2056,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,5.0,5.0,5,4,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
2057,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",pop,有3778用户看过这部电影(热门度前39%),4.0,4.0,4,4,3,4,3,3,1,1,1,1,2.0,2.5,2.0,2.0
2058,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",peer,科幻剧情片，二战中的科幻剧情,5.0,5.0,5,4,1,4,1,1,4,5,4,4,2.5,4.5,2.5,2.5
2059,147374,"神秘博士：博士、寡妇和衣橱 Doctor Who 2011 Christmas Special : The Doctor, The Widow and The Wardrobe",item,喜欢《哈利·波特与混血王子》的也喜欢,4.0,4.0,4,3,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
2060,318,肖申克的救赎 The Shawshank Redemption,peer,史上高口碑的犯罪剧情电影,5.0,4.0,5,5,3,5,3,4,4,5,4,4,3.5,5.0,3.5,4.0
2061,318,肖申克的救赎 The Shawshank Redemption,attr_peer,这是一部犯罪电影,3.0,4.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2062,318,肖申克的救赎 The Shawshank Redemption,attr_personal,这是一部美国电影,3.0,2.0,4,3,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2063,318,肖申克的救赎 The Shawshank Redemption,pop,有1677850用户看过这部电影(热门度前1%),5.0,5.0,5,5,5,5,3,4,4,5,2,2,4.5,5.0,2.5,3.0
2064,318,肖申克的救赎 The Shawshank Redemption,attr_random,这部电影的导演是弗兰克·德拉邦特,3.0,2.0,3,2,4,5,4,3,3,4,4,3,3.5,4.5,4.0,3.0
2065,318,肖申克的救赎 The Shawshank Redemption,item,喜欢《哈利·波特与混血王子》的也喜欢,3.0,2.0,4,3,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
2066,318,肖申克的救赎 The Shawshank Redemption,attr_nonpersonal,这部电影的演员有鲍勃·冈顿,2.0,2.0,3,3,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
2067,318,肖申克的救赎 The Shawshank Redemption,user,和你兴趣相似的用户中，看过这部电影的88.0%都喜欢,2.0,2.0,4,3,4,4,4,4,5,5,5,5,4.5,4.5,4.5,4.5
2068,144138,跳出我天地音乐剧 Billy Elliot the Musical,attr_nonpersonal,这部电影的导演是史蒂芬·戴德利,2.0,2.0,3,2,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
2069,144138,跳出我天地音乐剧 Billy Elliot the Musical,attr_random,这部电影的演员有Elliott Hanna,2.0,2.0,4,4,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
2070,144138,跳出我天地音乐剧 Billy Elliot the Musical,pop,有862用户看过这部电影(热门度前62%),2.0,3.0,2,4,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
2071,144138,跳出我天地音乐剧 Billy Elliot the Musical,item,喜欢《小黄人大眼萌》的也喜欢,4.0,3.0,3,1,5,5,5,5,4,4,4,5,4.5,4.5,4.5,5.0
2072,144138,跳出我天地音乐剧 Billy Elliot the Musical,attr_peer,这是一部剧情电影,4.0,3.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
2073,144138,跳出我天地音乐剧 Billy Elliot the Musical,attr_personal,这是一部英国电影,2.0,3.0,3,3,2,1,2,2,2,4,3,2,2.0,2.5,2.5,2.0
2074,144138,跳出我天地音乐剧 Billy Elliot the Musical,peer,充满活力和新奇感的剧情电影，主人公是音乐剧舞蹈演员,4.0,4.0,4,4,3,2,3,3,4,5,4,4,3.5,3.5,3.5,3.5
2075,50,非常嫌疑犯 The Usual Suspects,attr_personal,这是一部美国电影,5.0,4.0,4,2,2,2,2,2,2,4,3,2,2.0,3.0,2.5,2.0
2076,50,非常嫌疑犯 The Usual Suspects,attr_peer,这是一部美国电影,5.0,4.0,4,2,2,2,2,2,2,4,3,2,2.0,3.0,2.5,2.0
2077,50,非常嫌疑犯 The Usual Suspects,user,和你兴趣相似的用户中，看过这部电影的91.1%都喜欢,5.0,5.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2078,50,非常嫌疑犯 The Usual Suspects,attr_nonpersonal,这部电影的演员有史蒂芬·鲍德温,2.0,2.0,2,2,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
2079,50,非常嫌疑犯 The Usual Suspects,item,喜欢《地心引力》的也喜欢,5.0,4.0,4,2,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
2080,50,非常嫌疑犯 The Usual Suspects,peer,货轮爆炸的背后牵扯的不只是五个抢劫犯，背后的神秘组织也逐渐浮出水面。,5.0,5.0,5,5,4,3,4,4,4,4,4,4,4.0,3.5,4.0,4.0
2081,50,非常嫌疑犯 The Usual Suspects,pop,有171366用户看过这部电影(热门度前4%),5.0,5.0,4,3,5,5,2,3,3,5,2,2,4.0,5.0,2.0,2.5
2082,50,非常嫌疑犯 The Usual Suspects,attr_random,这是一部犯罪电影,3.0,5.0,4,2,3,5,4,3,2,4,3,2,2.5,4.5,3.5,2.5
2083,2959,搏击俱乐部 Fight Club,peer,请看失败小职员如何拉开一场暴乱的序幕。,4.0,4.0,3,3,4,4,4,5,4,4,4,4,4.0,4.0,4.0,4.5
2084,2959,搏击俱乐部 Fight Club,attr_nonpersonal,这部电影的编剧是恰克·帕拉尼克,2.0,2.0,2,2,3,2,2,3,3,4,4,3,3.0,3.0,3.0,3.0
2085,2959,搏击俱乐部 Fight Club,attr_peer,这是一部悬疑电影,5.0,4.0,2,3,3,5,4,3,2,4,3,2,2.5,4.5,3.5,2.5
2086,2959,搏击俱乐部 Fight Club,attr_random,这是一部德国电影,4.0,4.0,4,3,1,2,1,1,2,4,3,2,1.5,3.0,2.0,1.5
2087,2959,搏击俱乐部 Fight Club,item,喜欢《普罗米修斯》的也喜欢,5.0,4.0,5,3,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2088,2959,搏击俱乐部 Fight Club,user,和你兴趣相似的用户中，看过这部电影的92.3%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2089,2959,搏击俱乐部 Fight Club,attr_personal,这是一部动作电影,3.0,3.0,4,3,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
2090,2959,搏击俱乐部 Fight Club,pop,有569315用户看过这部电影(热门度前1%),4.0,4.0,4,4,5,5,3,3,4,5,2,2,4.5,5.0,2.5,2.5
2091,3147,绿里奇迹 The Green Mile,attr_personal,这是一部美国电影,2.0,2.0,4,2,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2092,3147,绿里奇迹 The Green Mile,attr_peer,这是一部美国电影,2.0,2.0,4,2,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2093,3147,绿里奇迹 The Green Mile,pop,有158820用户看过这部电影(热门度前4%),4.0,4.0,4,4,5,5,3,4,3,5,2,2,4.0,5.0,2.5,3.0
2094,3147,绿里奇迹 The Green Mile,user,和你兴趣相似的用户中，看过这部电影的93.7%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2095,3147,绿里奇迹 The Green Mile,peer,死囚杀人犯在监狱里创造了奇迹。,4.0,4.0,5,5,3,3,3,3,4,4,4,4,3.5,3.5,3.5,3.5
2096,3147,绿里奇迹 The Green Mile,attr_nonpersonal,这部电影的编剧是弗兰克·德拉邦特,2.0,2.0,2,2,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
2097,3147,绿里奇迹 The Green Mile,item,喜欢《地心引力》的也喜欢,4.0,3.0,4,3,1,5,1,1,4,4,4,5,2.5,4.5,2.5,3.0
2098,3147,绿里奇迹 The Green Mile,attr_random,这是一部奇幻电影,3.0,2.0,4,3,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
2099,48780,致命魔术 The Prestige,attr_random,这部电影的演员有休·杰克曼,5.0,4.0,5,4,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
2100,48780,致命魔术 The Prestige,attr_personal,这部电影的演员有休·杰克曼,5.0,4.0,5,4,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
2101,48780,致命魔术 The Prestige,item,喜欢《地心引力》的也喜欢,4.0,4.0,4,3,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2102,48780,致命魔术 The Prestige,pop,有525713用户看过这部电影(热门度前1%),4.0,4.0,4,4,5,5,4,4,4,5,2,2,4.5,5.0,3.0,3.0
2103,48780,致命魔术 The Prestige,attr_nonpersonal,这部电影的编剧是乔纳森·诺兰,5.0,5.0,5,4,4,2,4,3,3,4,4,3,3.5,3.0,4.0,3.0
2104,48780,致命魔术 The Prestige,user,和你兴趣相似的用户中，看过这部电影的96.9%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2105,48780,致命魔术 The Prestige,peer,在《黑暗骑士》之前，诺兰就已经看到了黑暗。,5.0,4.0,4,5,3,2,3,3,3,4,4,3,3.0,3.0,3.5,3.0
2106,48780,致命魔术 The Prestige,attr_peer,这是一部惊悚电影,4.0,3.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2107,3578,角斗士 Gladiator,item,喜欢《普罗米修斯》的也喜欢,4.0,3.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2108,3578,角斗士 Gladiator,attr_personal,这部电影的编剧是约翰·洛根,2.0,2.0,2,2,3,5,2,3,3,4,4,3,3.0,4.5,3.0,3.0
2109,3578,角斗士 Gladiator,attr_random,这部电影的编剧是大卫·弗兰佐尼,2.0,2.0,2,2,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
2110,3578,角斗士 Gladiator,user,和你兴趣相似的用户中，看过这部电影的94.8%都喜欢,4.0,3.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2111,3578,角斗士 Gladiator,pop,有153062用户看过这部电影(热门度前4%),4.0,3.0,4,4,5,5,2,3,3,5,2,2,4.0,5.0,2.0,2.5
2112,3578,角斗士 Gladiator,attr_peer,这是一部剧情电影,3.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2113,3578,角斗士 Gladiator,attr_nonpersonal,这部电影的导演是雷德利·斯科特,2.0,2.0,2,2,4,5,5,5,3,4,4,3,3.5,4.5,4.5,4.0
2114,3578,角斗士 Gladiator,peer,罗马复仇故事，被推入万丈深渊的屈辱终成利剑。,3.0,4.0,4,4,3,3,3,3,4,4,4,4,3.5,3.5,3.5,3.5
2115,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,4.0,4,2,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
2116,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,attr_random,这是一部爱情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2117,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,peer,“根西岛文学与土豆皮馅饼俱乐部”了解一下？,4.0,2.0,4,3,2,3,2,3,3,4,4,3,2.5,3.5,3.0,3.0
2118,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,attr_peer,这是一部剧情电影,3.0,3.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2119,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,attr_nonpersonal,这部电影的演员有莉莉·詹姆斯,2.0,2.0,2,2,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
2120,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,attr_personal,这是一部英国电影,2.0,3.0,2,3,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2121,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,pop,有5425用户看过这部电影(热门度前33%),2.0,2.0,2,2,3,3,5,4,1,1,1,1,2.0,2.0,3.0,2.5
2122,186311,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,item,喜欢《狼图腾》的也喜欢,4.0,3.0,4,2,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2123,84152,永无止境 Limitless,pop,有104682用户看过这部电影(热门度前6%),4.0,3.0,4,4,4,4,5,5,3,5,2,2,3.5,4.5,3.5,3.5
2124,84152,永无止境 Limitless,peer,能使人发挥大脑100%能力的试验药物，将贫困作家意外卷入一个黑暗领域。,5.0,4.0,4,5,4,2,4,3,4,4,4,4,4.0,3.0,4.0,3.5
2125,84152,永无止境 Limitless,item,喜欢《普罗米修斯》的也喜欢,5.0,3.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2126,84152,永无止境 Limitless,attr_personal,这是一部科幻电影,4.0,4.0,4,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2127,84152,永无止境 Limitless,attr_peer,这是一部悬疑电影,4.0,4.0,2,3,4,5,5,4,2,4,3,2,3.0,4.5,4.0,3.0
2128,84152,永无止境 Limitless,attr_random,这部电影的演员有艾比·考尼什,2.0,2.0,2,2,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
2129,84152,永无止境 Limitless,user,和你兴趣相似的用户中，看过这部电影的95.7%都喜欢,4.0,3.0,4,3,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2130,84152,永无止境 Limitless,attr_nonpersonal,这部电影的编剧是艾伦·格林,2.0,3.0,2,2,3,5,3,3,3,4,4,3,3.0,4.5,3.5,3.0
2131,4995,美丽心灵 A Beautiful Mind,attr_nonpersonal,这部电影的编剧是西尔维娅·纳萨尔,2.0,2.0,2,2,3,2,3,3,3,4,4,3,3.0,3.0,3.5,3.0
2132,4995,美丽心灵 A Beautiful Mind,attr_peer,这是一部美国电影,3.0,2.0,4,2,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
2133,4995,美丽心灵 A Beautiful Mind,attr_personal,这部电影的演员有艾德·哈里斯,2.0,2.0,2,2,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
2134,4995,美丽心灵 A Beautiful Mind,pop,有469024用户看过这部电影(热门度前1%),5.0,4.0,4,4,5,5,4,4,4,5,2,2,4.5,5.0,3.0,3.0
2135,4995,美丽心灵 A Beautiful Mind,attr_random,这部电影的演员有罗素·克劳,3.0,3.0,3,3,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
2136,4995,美丽心灵 A Beautiful Mind,item,喜欢《地心引力》的也喜欢,4.0,4.0,4,2,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2137,4995,美丽心灵 A Beautiful Mind,peer,博弈论的背后不只是理性的天才，还有爱。,4.0,4.0,4,5,2,3,2,2,4,4,4,4,3.0,3.5,3.0,3.0
2138,4995,美丽心灵 A Beautiful Mind,user,和你兴趣相似的用户中，看过这部电影的95.6%都喜欢,4.0,4.0,4,4,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
2139,306,蓝白红三部曲之红 Trois couleurs: Rouge,attr_peer,这是一部悬疑电影,4.0,4.0,3,3,4,5,4,5,2,4,3,2,3.0,4.5,3.5,3.5
2140,306,蓝白红三部曲之红 Trois couleurs: Rouge,pop,有75705用户看过这部电影(热门度前8%),2.0,1.0,2,2,5,3,5,5,3,4,2,2,4.0,3.5,3.5,3.5
2141,306,蓝白红三部曲之红 Trois couleurs: Rouge,attr_personal,这是一部爱情电影,1.0,3.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2142,306,蓝白红三部曲之红 Trois couleurs: Rouge,item_peer,这部电影和你看过的《秒速5厘米 秒速5センチメートル》很像,5.0,3.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2143,306,蓝白红三部曲之红 Trois couleurs: Rouge,attr_nonpersonal,这部电影的演员有弗雷德里奎·费德,2.0,2.0,1,1,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
2144,306,蓝白红三部曲之红 Trois couleurs: Rouge,item,喜欢《一代宗师》的也喜欢,3.0,2.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2145,306,蓝白红三部曲之红 Trois couleurs: Rouge,user,和你兴趣相似的用户中，看过这部电影的86.3%都喜欢,3.0,4.0,3,3,4,4,4,4,5,5,5,5,4.5,4.5,4.5,4.5
2146,306,蓝白红三部曲之红 Trois couleurs: Rouge,attr_random,这部电影的演员有让-皮耶·罗利特,3.0,2.0,1,1,4,5,4,4,4,4,4,4,4.0,4.5,4.0,4.0
2147,306,蓝白红三部曲之红 Trois couleurs: Rouge,peer,剧情爱情电影，具有现实讽刺意味，剧情中的巧合增添浪漫色彩。,3.0,2.0,2,2,3,5,3,3,4,5,4,4,3.5,5.0,3.5,3.5
2148,1213,好家伙 Goodfellas,pop,有69281用户看过这部电影(热门度前8%),2.0,3.0,2,2,5,3,5,5,3,4,2,2,4.0,3.5,3.5,3.5
2149,1213,好家伙 Goodfellas,user,和你兴趣相似的用户中，看过这部电影的85.4%都喜欢,4.0,4.0,3,3,4,4,4,4,5,5,5,5,4.5,4.5,4.5,4.5
2150,1213,好家伙 Goodfellas,peer,经典传记类电影，讲述了盗亦有道的现实故事,4.0,4.0,4,4,3,5,3,3,4,5,4,4,3.5,5.0,3.5,3.5
2151,1213,好家伙 Goodfellas,item,喜欢《华尔街之狼》的也喜欢,5.0,5.0,5,5,2,5,2,2,4,4,4,5,3.0,4.5,3.0,3.5
2152,1213,好家伙 Goodfellas,item_peer,这部电影和你看过的《华尔街之狼 The Wolf of Wall Street》很像,5.0,5.0,5,5,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
2153,1213,好家伙 Goodfellas,attr_random,这是一部传记电影,3.0,3.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2154,1213,好家伙 Goodfellas,attr_peer,这是一部传记电影,3.0,3.0,3,3,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
2155,1213,好家伙 Goodfellas,attr_nonpersonal,这部电影的演员有乔·佩西,2.0,2.0,2,2,4,5,2,2,4,4,4,4,4.0,4.5,3.0,3.0
